# Logger type: CL2000
# HW rev: 7.xx
# FW rev: 5.75
# Logger ID: id0001
# Session No.: 66
# Split No.: 1
# Time: 20000101T071054
# Value separator: ";"
# Time format: 6
# Time separator: ""
# Time separator ms: ""
# Date separator: ""
# Time and date separator: ""
# Bit-rate: 250000
# Silent mode: false
# Cyclic mode: false
Timestamp;Type;ID;Data
20000101071054013;1;10ff50f4;1eeb0129f70000ed
20000101071054114;1;10ff50f4;1eeb0129f70000ee
20000101071054115;1;18ff51f4;0000000000000000
20000101071054116;1;18ff52f4;0000000000000000
20000101071054117;1;18ff53f4;0000000000000000
20000101071054218;1;10ff50f4;1eeb0129f70000ef
20000101071054319;1;10ff50f4;1b430123da0000f0
20000101071054320;1;18ff51f4;0000000000000000
20000101071054321;1;18ff52f4;0000000000000000
20000101071054322;1;18ff53f4;0000000000000000
20000101071054423;1;10ff50f4;1b430123da0000f1
20000101071054524;1;10ff50f4;1b430123da0000f2
20000101071054525;1;18ff51f4;0000000000000000
20000101071054526;1;18ff52f4;0000000000000000
20000101071054527;1;18ff53f4;0000000000000000
20000101071054627;1;10ff50f4;1b430123da0000f3
20000101071054729;1;10ff50f4;1bf001efe00000f4
20000101071054730;1;18ff51f4;0000000000000000
20000101071054731;1;18ff52f4;0000000000000000
20000101071054732;1;18ff53f4;0000000000000000
20000101071054833;1;10ff50f4;1bf001efe00000f5
20000101071054934;1;10ff50f4;1bf001efe00000f6
20000101071054935;1;18ff51f4;0000000000000000
20000101071054936;1;18ff52f4;0000000000000000
20000101071054937;1;18ff53f4;0000000000000000
20000101071055038;1;10ff50f4;1bf001efe00000f7
20000101071055139;1;10ff50f4;11f70184900000f8
20000101071055140;1;18ff51f4;0000000000000000
20000101071055141;1;18ff52f4;0000000000000000
20000101071055142;1;18ff53f4;0000000000000000
20000101071055243;1;10ff50f4;11f70184900000f9
20000101071055343;1;10ff50f4;11f70184900000fa
20000101071055345;1;18ff51f4;0000000000000000
20000101071055346;1;18ff52f4;0000000000000000
20000101071055347;1;18ff53f4;0000000000000000
20000101071055447;1;10ff50f4;11f70184900000fb
20000101071055549;1;10ff50f4;1023016c810000fc
20000101071055550;1;18ff51f4;0000000000000000
20000101071055551;1;18ff52f4;0000000000000000
20000101071055552;1;18ff53f4;0000000000000000
20000101071055652;1;10ff50f4;1023016c810000fd
20000101071055753;1;10ff50f4;1023016c810000fe
20000101071055755;1;18ff51f4;0000000000000000
20000101071055756;1;18ff52f4;0000000000000000
20000101071055757;1;18ff53f4;0000000000000000
20000101071055858;1;10ff50f4;1023016c810000ff
20000101071055959;1;10ff50f4;1c0e01f3e0000000
20000101071055960;1;18ff51f4;0000000000000000
20000101071055960;1;18ff52f4;0000000000000000
